5.177954909278609241e-01,4.375000000000000000e-01,2.876886199015863954e-01,4.078536288923275133e-01,5.263157894736841813e-02,3.076923076923077094e-02,5.025281640787649939e-01,5.382542034541120124e-01,7.057897153660998013e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.805692756099578244e-01,2.250000000000000333e-01,2.490973788626601459e-01,2.825204571667639386e-01,2.631578947368420907e-02,2.923076923076923239e-01,5.012830383745174867e-01,5.221365927212860969e-01,6.837433363581392198e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.790721346628392885e-01,4.625000000000000222e-01,1.214946661604544009e-01,3.566449414995649381e-01,0.000000000000000000e+00,4.153846153846154077e-01,5.018744454164956181e-01,5.209664223162548957e-01,6.887729664848191158e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.460555517316601160e-01,7.500000000000000000e-01,9.647065829927567449e-02,3.375349175022769321e-01,2.236842105263157632e-01,3.384615384615384803e-01,5.006222950435157415e-01,5.116125478770170432e-01,6.803866637253213057e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.674321860065183354e-01,3.500000000000000888e-01,1.036395173117150986e-01,3.432090497979424226e-01,3.421052631578946901e-01,3.076923076923077094e-01,5.225122333284687448e-01,5.024102838397412896e-01,6.739075279415941422e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.556847725144773320e-01,4.125000000000000888e-01,8.720250723957985450e-02,3.733698818024348554e-01,2.368421052631578816e-01,4.923076923076923350e-01,5.389638210469944735e-01,4.950457562299190872e-01,6.715110162928255022e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.699371012440831441e-01,3.625000000000000444e-01,3.725871168978121539e-01,3.116682953600999895e-01,0.000000000000000000e+00,1.384615384615384692e-01,4.635128345063619926e-01,4.639166649979058477e-01,6.335565313876474480e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.586952808540441184e-01,2.625000000000000666e-01,1.757300995302648050e-01,3.427843666963175662e-01,0.000000000000000000e+00,3.846153846153846367e-01,4.695231052682248274e-01,4.451921932601503595e-01,6.220036693141000050e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.515754648098192159e-01,4.500000000000000666e-01,1.899449866374850193e-01,3.992587709346257507e-01,9.210526315789473173e-02,1.692307692307692402e-01,4.830536934251037362e-01,4.299431799453844461e-01,6.180316659087228270e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.049068862523549139e-01,6.000000000000000888e-01,1.999315124580327840e-01,3.577695018696147033e-01,3.289473684210525994e-01,3.538461538461538658e-01,4.854497890225429879e-01,4.030636107581432315e-01,5.972171499273528639e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.637227539144374799e-01,2.750000000000000222e-01,2.142878412280114220e-01,3.384316854189333146e-01,2.500000000000000000e-01,2.153846153846153966e-01,5.404144445954649489e-01,3.975088724025684916e-01,6.129031309532146921e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.185870861985884206e-01,3.750000000000000000e-01,1.893941085825312232e-01,4.097811332427359621e-01,2.500000000000000000e-01,3.230769230769230949e-01,5.674864020931060793e-01,3.968878619609107483e-01,6.329335643043633164e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.998283013440857125e-01,2.750000000000000222e-01,3.525210115312176762e-01,4.328807067125440833e-01,7.894736842105262720e-02,1.692307692307692402e-01,6.473664300919609316e-01,4.291940301547716996e-01,6.988896425174774274e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.986911937392776384e-01,4.750000000000000888e-01,3.816356611653304309e-01,3.689544637079177347e-01,6.578947368421052266e-02,2.769230769230769384e-01,7.132464279153624132e-01,4.745545591864794854e-01,7.714505176129117237e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
