,data,hora_ajustada,text,texto_processado,sentimento
2022-03-10 10:00:00,2022-03-10,10,"A inflação dos EUA sobe para 7,9%.

Uma nova alta de quatro décadas. https://t.co/OyvKCou6GA Amazon vai recomprar US$ 10 bi e ‘splitar’ ação https://t.co/kYzFcC9fju #AMZO34 https://t.co/mabpvGhf53 Manchete poderia ser “Estados e Municípios anunciam aumento de arrecadação através de aumento de preços de combustíveis.” https://t.co/Gt6Saj4Wqz @NerdPoa Temos que lembrar que tiveram acionistas que investiram para que este petróleo fosse extraído.

Sem o investimento dos acionistas não existiria produção. 

Podemos expropriar? Eu não acho uma boa ideia. As sanções que vem em seguida terão consequências terríveis. RT @BDM_Online: ⚠️ #ATENÇÃO: investidor estrangeiro retira R$ 34,015 milhões da B3 no pregão do dia 08 de março

++ Foi o primeiro pregão d… Rápidas: Petrobras, Embraer, Iochpe-Maxion, Lojas Renner, Santos Brasil  - Finance News 
https://t.co/coUyaO1zlX
#PETR4 #VIIA3 #LREN3 Petrobras anuncia aumento de 18,7% para gasolina e 24,9% para diesel | Empresas | Valor Investe https://t.co/w5hC6oXkc2",inflação eua sobe nova alta quatro décadas amazon vai recomprar us bi splitar ação amzo manchete poderia ser estados municípios anunciam aumento arrecadação através aumento preços combustíveis. nerdpoa lembrar acionistas investiram petróleo extraído investimento acionistas existiria produção podemos expropriar acho boa ideia sanções vem seguida consequências terríveis rt bdm_online ⚠️ atenção investidor estrangeiro retira milhões pregão dia março ++ primeiro pregão d… rápidas petrobras embraer iochpe-maxion lojas renner santos brasil finance news petr viia lren petrobras anuncia aumento gasolina diesel empresas valor investe,-0.5106
2022-03-10 11:00:00,2022-03-10,11,"#Livros Poderosos sobre #Investimentos ⬇💰

📖Axiomas de Zurique

Um dos maiores #livros sobre investimentos de todos os tempos, traz conselhos infalíveis de banqueiros suíços sobre #riscos e #lucros. 

Já leu? 🔎

Veja + na Biblioteca do #Investidor: https://t.co/zJh3HoOX3h @EzequielWeinga2 Poucos",livros poderosos sobre investimentos ⬇💰 📖axiomas zurique maiores livros sobre investimentos todos tempos traz conselhos infalíveis banqueiros suíços sobre riscos lucros leu veja biblioteca investidor ezequielweinga poucos,-0.0258
2022-03-10 12:00:00,2022-03-10,12,"ECOMMERCE. Via controla despesas mas receita desaba no quarto tri https://t.co/jgLDJPb9hv #VIIA3 https://t.co/jyouV6hSWg Dúvidas sobre #impostoderenda de todo #investidor 👇

🔎Posso pagar um #DARF após o vencimento?

Sim, mas haverá #multa de 0,33% ao dia (até chegar a 20%), além de juros pela soma da #SELIC calculada até o mês anterior ao pagamento + 1% pelo mês de pagamento.

Ou seja, muito 💸💸",ecommerce via controla despesas receita desaba quarto tri viia dúvidas sobre impostoderenda todo investidor 🔎posso pagar darf após vencimento sim haverá multa dia chegar além juros soma selic calculada mês anterior pagamento mês pagamento 💸💸,-0.2023
2022-03-10 13:00:00,2022-03-10,13,"RT @charliebilello: Used car prices peaked in January, showing some signs of rolling over... https://t.co/401m4wrrFD E aí, investidor(a), como vai o controle de suas emoções na hora de investir?

Fica a dica com essa frase do dia. 👇

#B3 #Investimentos #MercadoFinanceiro #Investir #DayTrade #SwingTrade #ComoInvestir #WarrenBuffett https://t.co/z1HlATYie3 Atualização das 13h: Natura, Moura Dubeux, Lavvi, CSN e outros destaques - Finance News 
https://t.co/ySoPV8sJ4s
#ações #Ibovespa",rt charliebilello used car prices peaked in january showing some signs of rolling over ... aí investidor vai controle emoções hora investir fica dica frase dia investimentos mercadofinanceiro investir daytrade swingtrade comoinvestir warrenbuffett atualização natura moura dubeux lavvi csn outros destaques finance news ações ibovespa,-0.0
2022-03-10 14:00:00,2022-03-10,14,"A...B...C...D....
Sabe quantos termos sobre o #mercadofinanceiro existem? Muitos, muitos mesmo!

Conhecer esses termos é essencial para entender o mercado e #investir melhor. Por isso, criamos um verdadeiro dicionário com ele para você: https://t.co/sTDgOJXBBb

Vem aprender mais! https://t.co/n3UMqAI0yf",... ... ... .... sabe quantos termos sobre mercadofinanceiro existem muitos muitos conhecer termos essencial entender mercado investir melhor criamos verdadeiro dicionário vem aprender,0.4404
2022-03-10 15:00:00,2022-03-10,15,RT @RaphaFigueredo: *** SAIU DO FORNO: *SENADO APROVA PROJETO PARA ESTABILIZAR PREÇOS COMBUSTÍVEIS SPAC WATCH: Pátria levanta US$ 200 milhões https://t.co/aibg8D7ah5 $PAX https://t.co/ScOz7ItSyT,rt raphafigueredo saiu forno senado aprova projeto estabilizar preços combustíveis spac watch pátria levanta us milhões pax,0.4019
2022-03-10 16:00:00,2022-03-10,16,"Quer cuidar melhor de suas #finanças?
A dica é ficar de 👀 no cartão de #crédito. 

A atenção aqui é em:

💳Não gastar + do que pode. O que vai te leva a não ter #dinheiro e pagar o valor mínimo. 
💳Saiba as #taxas. Alguns cartões possuem #juros que podem chegar a 23% ao ano.  ⚠️ Grupo Mateus (GMAT3) lucra 208 milhões no 4T21, alta de 7,6% https://t.co/qFVIWQBQd6 Para Lira, reajuste anunciado pela Petrobras hoje, foi tapa na cara do País - InfoMoney https://t.co/ktPrMLEzfP Santos Brasil reporta de 695,8% no lucro líquido - Finance News 
https://t.co/Qwevw54CKc
#STBP3 Se você gosta do produto, da marca e da loja, provavelmente gostará das ações.

Aprendi isso lendo Peter Lynch C&amp;A registra lucro de R$ 154,4 milhões no 4º tri, alta de 41,2% | Empresas | Valor Econômico https://t.co/EWw4ocQLEN Vendas dão um salto e lucro da Arezzo &amp;Co sobe 35% no 4º trimestre | Empresas | Valor Econômico https://t.co/m13xDT9MhN Arezzo&amp;Co tem maior EBITDA trimestral da história https://t.co/nkCFhIV7HS #ARZZ3 https://t.co/57Pj6aThCM Arezzo: lucro cresce no 4T21 - Finance News 
https://t.co/ZxWeHsuvgs
#ARZZ3 Lojas Quero Quero reporta lucro de R$ 25,1 milhões no 4T21; lucro ajustado soma R$ 29,3 milhões   - Finance News 
https://t.co/XGMkEndkhN
#LJQQ3 C&amp;A tem lucro líquido de R$ 154,4 milhões no 4T21, alta de 41,2% - Finance News 
https://t.co/F6AaPxxqzK
#CEAB3 CM Hospitalar - Viveo: lucro cresce 38,7%, lucro ajustado salta 102,5% - Finance News 
https://t.co/36LTHGFQDF
#VVEO3 B3: volume diário em ações cai em fevereiro; número de investidores PF tem leve alta - Finance News 
https://t.co/e0VI5ZaiEs
#B3SA3 É de suma importância compreender que, por trás de cada ação, existe uma empresa. 10 personalidades que irão mudar a sua forma de pensar!

Conheça a trajetória dos maiores nomes do Mercado Financeiro e suas importantes lições sobre Renda Variável, Independência Financeira e Finanças Comportamentais.

https://t.co/z4M6q7cIQ8 Minha estratégia para proteção à inflação:

Empresas com alto poder de precificação. A Amazon realizará um split em suas ações 20 por 1 e planeja comprar de volta até US$ 10 bilhões das próprias ações. https://t.co/YeTgParWzr As receitas do Alibaba aumentaram 1400% (US$ 8,6 bilhões para US$ 129 bilhões) desde o seu IPO.

Enquanto isso… https://t.co/4mr1q4ge2r Você muito provavelmente já ouviu falar em Dividend Yield (DY), certo?
Sabe exatamente o que ele significa? 

É indicador que representa a #rentabilidade relativa dos #dividendos pagos e é calculado assim:

DIVIDEND YELD:
Dividendos pagos por #Ação / Cotação atual da Ação

Sabia? Maiores economias da África de 1960 a 2020. https://t.co/aVBvsaXFvZ RT @Tiagogreis: Onde a Disney faz receita:

🇺🇸 9,4%
🇦🇷 7,1%
🇲🇽 5,9%
🇨🇱 5,2%
🇧🇷 5,2%
🇨🇴 5,0%
🇵🇪 4,5%
🇨🇦 4,1% https://t.co/aJoIydrKyo A forma mais fácil de aumentar a sua rentabilidade é segurando excelentes negócios comprados por bons preços. @gustavo_cvlcnt @NerdPoa Federal tbm. É que qualquer pessoa esperta sabe que federal é pequeno perto do ICMS. Dizer que é investidor de longo prazo quando as ações estão subindo é fácil. Quero ver num cenário de bear market… Para o UBS, Selic ainda vai longe https://t.co/TLs2xVzyxt https://t.co/1EWB3zsxSq Morgan Stanley: troque suas commodities por ações domésticas https://t.co/TCoFCfWXaV https://t.co/nRVBUQkpGY @MarcelvMartins Enough said Os impostos embutidos no preço da gasolina representam umas 5-10x mais que a margem dos acionistas da Petrobras. 

Se queremos um preço da gasolina mais barato, o mais inteligente pensando em termos de redução de preços é discutir a tributação no Brasil. 

Poucos entendem isso. 🎙 Episódio novo do podcast Invista Com Tiago 🙌

138. Imposto de Renda: conheça os benefícios dos R$ 20 mil com a Contadora da Bolsa!

🎧 Ouça na sua plataforma favorita 🤜 https://t.co/iC5nOnmoFw https://t.co/lGuQFlJN1X Petróleo, minério, mercados nesta quinta e notícias de empresas da Bolsa - Finance News https://t.co/PRZbSvmW0P 
#minério #petróleo #Bolsas #ações RT @saxena_puru: So many high quality businesses have been crushed in this rotation!

Today, Meta $FB has a TTM PE ratio of just 13 and TTM…",quer cuidar melhor finanças dica ficar cartão crédito atenção aqui 💳não gastar pode vai leva ter dinheiro pagar valor mínimo 💳saiba taxas alguns cartões possuem juros podem chegar ano ⚠️ grupo mateus gmat lucra milhões alta lira reajuste anunciado petrobras hoje tapa cara país infomoney santos brasil reporta lucro líquido finance news stbp gosta produto marca loja provavelmente gostará ações aprendi lendo peter lynch amp registra lucro milhões tri alta empresas valor econômico vendas dão salto lucro arezzo amp co sobe trimestre empresas valor econômico arezzo amp co maior ebitda trimestral história arzz arezzo lucro cresce finance news arzz lojas quero quero reporta lucro milhões lucro ajustado soma milhões finance news ljqq amp lucro líquido milhões alta finance news ceab cm hospitalar viveo lucro cresce lucro ajustado salta finance news vveo volume diário ações cai fevereiro número investidores pf leve alta finance news bsa suma importância compreender trás cada ação existe empresa personalidades irão mudar forma pensar conheça trajetória maiores nomes mercado financeiro importantes lições sobre renda variável independência financeira finanças comportamentais estratégia proteção inflação empresas alto poder precificação amazon realizará split ações planeja comprar volta us bilhões próprias ações receitas alibaba aumentaram us bilhões us bilhões desde ipo enquanto isso… provavelmente ouviu falar dividend yield dy certo sabe exatamente significa indicador representa rentabilidade relativa dividendos pagos calculado assim dividend yeld dividendos pagos ação cotação atual ação sabia maiores economias áfrica rt tiagogreis onde disney faz receita 🇺🇸 🇦🇷 🇲🇽 🇨🇱 🇧🇷 🇨🇴 🇵🇪 🇨🇦 forma fácil aumentar rentabilidade segurando excelentes negócios comprados bons preços gustavo_cvlcnt nerdpoa federal tbm qualquer pessoa esperta sabe federal pequeno perto icms dizer investidor longo prazo ações subindo fácil quero ver cenário bear market… ubs selic ainda vai longe morgan stanley troque commodities ações domésticas marcelvmartins enough said impostos embutidos preço gasolina representam umas -x margem acionistas petrobras queremos preço gasolina barato inteligente pensando termos redução preços discutir tributação brasil poucos entendem episódio novo podcast invista tiago imposto renda conheça benefícios mil contadora bolsa ouça plataforma favorita petróleo minério mercados nesta quinta notícias empresas bolsa finance news minério petróleo bolsas ações rt saxena_puru so many high quality businesses have been crushed in this rotation today meta fb has ttm pe ratio of just and ttm…,0.9931
2022-03-11 10:00:00,2022-03-11,10,"Marcelo Mesquita é um excelente nome para a Petrobras, como fiscal da governança corporatina na empresa. 

https://t.co/1OQbgBOigQ CRIPTO. NFTs despencam e liquidez evapora, mas é cedo pra dizer ‘game over’, diz FT https://t.co/pMdSOSTPex https://t.co/7nV0JEhvXX EDUCAÇÃO MÉDICA. Yduqs compra Hardwork e entra em residência médica https://t.co/oKYUAPIVm3 #YDUQ3 https://t.co/sQIVGa0AA7 RT @SungGustavo: IPCA de fevereiro foi de 1,01%. Nos últimos 12 meses, de 10,54%. 

Reajuste dos combustíveis deve pressionar ainda mais a… RT @felipfelix1: não vou mentir, eu não gostava de dividendos, parecia algo banal quando comecei, afinal, não era tanto dinheiro.

hoje ent… RT @stockpickers_: CARTEIROS DO CONDADO #11 - 11/03 às 17h🔴

Hoje teremos a décima primeira edição do Carteiros e iremos resumir e debater… @LGSouzaB Se é tão fácil, por que você não monta uma gestora? Fundos imobiliários são interessantes pois você pode aumentar seus dividendos quando compra mais cotas reinvestindo os dividendos ou quando os próprios fundos aumentar os dividendos. 

Este é o efeito bola de neve… @LGSouzaB Todas são supervisionadas por mim. 

Depois posta aí a Dividendos, Small caps, etc. 😃 Rápidas: Vale, Arezzo, Santos Brasil, Viveo, Tenda, Compass - Finance News 
https://t.co/Pctnlan1E6
#VVEO3 #VALE3 #ARZZ3 #STBP3 #TEND3 @Eduardo28744397 @LGSouzaB Quer que eu faça para você? 

Eu faço, mas com uma condição. Você irá postar os resultados no seu Tweet e irá parabenizar as gestoras que estão no quartil superior. @Eduardo28744397 @LGSouzaB @statusInvestBR tem tudo lá. Pode conferir. Faz os estudos e chama agt ;) @Eduardo28744397 @LGSouzaB Você pode ir no status invest e compaear. Eu não vou fazer isso para não expor concorrentes. Mas você pode ir lá e fazer o serviço. @markusvlf @Eduardo28744397 @LGSouzaB Lógico que tem. @LGSouzaB E estamos superando o IBOV e CDI. E isso que você pegou nossa carteira de pior desempenho. 😃

Você mesmo cai em contradição hahahaha Anotação para mim mesmo:

Uma empresa que possui renda recorrente vale mais que a empresa que não tem recorrência. A chave para investir não é avaliar o quanto uma indústria afetará a sociedade ou o quanto crescerá, mas, sim, determinar a vantagem competitiva de qualquer empresa e, acima de tudo, a durabilidade dessa vantagem.

— Buffett @LGSouzaB E como você explica que nosso desempenho estaria entre os melhores fundos de ações do Brasil? 😃 @LGSouzaB Hahaha hater distorce q realidade para mostrar o ponto. 

https://t.co/K4YNvaEBjo @LGSouzaB Então como você explica que ganhamos de todos os índices de mercado? 😃 https://t.co/6loZAkoEP6 @Eduardo28744397 @LGSouzaB Ótima pergunta. Não tem muito segredo. 

Pega o SNFF11 e comparar com outros FOF’s. 

Pega o SNCI11 e comparar com outros fundos de CRI. 

Pega o Suno FIA master e compara com outros fundos de ações. @LGSouzaB Talvez você esteja confundido de research. Aqui superamos com folga os índices de mercado. https://t.co/eSTaxWvtds",marcelo mesquita excelente nome petrobras fiscal governança corporatina empresa cripto nfts despencam liquidez evapora cedo pra dizer game over diz ft educação médica yduqs compra hardwork entra residência médica yduq rt sunggustavo ipca fevereiro últimos meses reajuste combustíveis deve pressionar ainda a… rt felipfelix vou mentir gostava dividendos parecia algo banal comecei afinal tanto dinheiro hoje ent… rt stockpickers_ carteiros condado h🔴 hoje décima primeira edição carteiros iremos resumir debater… lgsouzab tão fácil monta gestora fundos imobiliários interessantes pois pode aumentar dividendos compra cotas reinvestindo dividendos próprios fundos aumentar dividendos efeito bola neve… lgsouzab todas supervisionadas mim posta aí dividendos small caps etc rápidas vale arezzo santos brasil viveo tenda compass finance news vveo vale arzz stbp tend eduardo lgsouzab quer faça faço condição irá postar resultados tweet irá parabenizar gestoras quartil superior eduardo lgsouzab statusinvestbr tudo lá pode conferir faz estudos chama agt eduardo lgsouzab pode ir status invest compaear vou fazer expor concorrentes pode ir lá fazer serviço markusvlf eduardo lgsouzab lógico lgsouzab superando ibov cdi pegou carteira pior desempenho cai contradição hahahaha anotação mim empresa possui renda recorrente vale empresa recorrência chave investir avaliar quanto indústria afetará sociedade quanto crescerá sim determinar vantagem competitiva qualquer empresa acima tudo durabilidade dessa vantagem buffett lgsouzab explica desempenho estaria melhores fundos ações brasil lgsouzab hahaha hater distorce realidade mostrar ponto lgsouzab então explica ganhamos todos índices mercado eduardo lgsouzab ótima pergunta segredo pega snff comparar outros fof pega snci comparar outros fundos cri pega suno fia master compara outros fundos ações lgsouzab talvez confundido research aqui superamos folga índices mercado,0.8976
2022-03-11 11:00:00,2022-03-11,11,"Bolsonaro cresce dois pontos na primeira pesquisa Ipespe de março, dentro da margem de erro https://t.co/VGe7sdeebr Comprar boas empresas em bons momentos e segurá-las enquanto permanecerem boas companhias.

Aprendizado com Buffett. Yduqs compra 51% das cotas da edtech HardWork - Finance News 
https://t.co/MBX49SQEN3
#YDUQ3",bolsonaro cresce dois pontos primeira pesquisa ipespe março dentro margem erro comprar boas empresas bons momentos segurá-las enquanto permanecerem boas companhias aprendizado buffett yduqs compra cotas edtech hardwork finance news yduq,-0.3182
2022-03-11 12:00:00,2022-03-11,12,"Doação de parte do Imposto de Renda? Saiba como fazer (e como deduzir) https://t.co/K8XbKHSwp8 Tenda (TEND3) tem prejuízo de R$ 268,5 mi no 4º tri; com resultado para “esquecer”, ação desaba quase 20% https://t.co/rHPBO7VRfm Estrangeiros aportam R$ 1,38 bilhão na B3 em 09/03 e têm superávit de R$ 71,06 bilhões em 2022 | Finanças | Valor Econômico https://t.co/vvRoi12nJB Ações do Nubank se aproximam de mínimas históricas após BC anunciar novas regras para IPs | Finanças | Valor Econômico https://t.co/M50TrSdsMU",doação parte imposto renda saiba fazer deduzir tenda tend prejuízo mi tri resultado esquecer ação desaba quase estrangeiros aportam bilhão têm superávit bilhões finanças valor econômico ações nubank aproximam mínimas históricas após bc anunciar novas regras ips finanças valor econômico,-0.0258
2022-03-11 13:00:00,2022-03-11,13,"Atualização das 13h30: Petrobras, Nubank, Tenda e outros destaques - Finance News 
https://t.co/f963vRlLHz
#Nubank #Ibovespa Twitter, IBM e Lew’Lara: executivas que chegaram ao topo de empresas compartilham trajetória https://t.co/7SoT46gtLI A partir do momento em que você conseguir gerenciar suas emoções, o jogo de investir se torna muito mais fácil. Variantes e vacinas moldam as fases dos 2 anos da pandemia de Covid-19 https://t.co/4I048nv8Pm",atualização petrobras nubank tenda outros destaques finance news nubank ibovespa twitter ibm lew lara executivas chegaram topo empresas compartilham trajetória partir momento conseguir gerenciar emoções jogo investir torna fácil variantes vacinas moldam fases anos pandemia covid-,0.6597
2022-03-11 14:00:00,2022-03-11,14,"Apesar de flexibilização, uso de máscara continua obrigatório em aeroportos e aeronaves; saiba motivos https://t.co/DTX5DVKWYI Evento focado em Ethereum começa no Rio de Janeiro nesta sexta-feira https://t.co/sdeHjtGzqB O ativo mais precioso que todos nós temos é o tempo.

Utilize-o ao teu favor. Transportadores do país iniciam paralisação após elevação da Petrobras nos preços dos combustíveis https://t.co/R5BAgFCS7X",apesar flexibilização uso máscara continua obrigatório aeroportos aeronaves saiba motivos evento focado ethereum começa rio janeiro nesta sexta-feira ativo precioso todos tempo utilize-o favor transportadores país iniciam paralisação após elevação petrobras preços combustíveis,0.9001
2022-03-11 15:00:00,2022-03-11,15,"Poupe 10% da renda, pague-se primeiro, diversifique... Estudo identificou as regras mais populares - e o que elas dizem do bem-estar financeiro das pessoas. https://t.co/008otiQiMO Bolsonaro assina decreto que institui Plano Nacional de Fertilizantes 2022-2050 https://t.co/0ROKcpMz38 Bolsonaro agradece ao Congresso pela aprovação do projeto que muda regra do ICMS sobre combustíveis https://t.co/jDNa65nUY7 IPCA de fevereiro aumenta expectativa por Copom, com inflação “ruim” mesmo antes de guerra na Ucrânia e alta dos combustíveis https://t.co/5HBVM3UpcA Guedes: ‘se guerra piorar, será preciso zerar imposto sobre importação de fertilizantes’ https://t.co/fkihMmUXlc Arriscado não é investir por conta da volatilidade e ruídos do mercado. Risco é se aposentar com mais de 60 anos e depender de terceiros para ter um benefício (aposentadoria) não tão interessante. Brasil prevê diminuir dependência de importações de fertilizantes para 45% em 2050 https://t.co/aNRxKrOCr3",poupe renda pague-se primeiro diversifique ... estudo identificou regras populares dizem bem-estar financeiro pessoas bolsonaro assina decreto institui plano nacional fertilizantes bolsonaro agradece congresso aprovação projeto muda regra icms sobre combustíveis ipca fevereiro aumenta expectativa copom inflação ruim antes guerra ucrânia alta combustíveis guedes guerra piorar preciso zerar imposto sobre importação fertilizantes arriscado investir conta volatilidade ruídos mercado risco aposentar anos depender terceiros ter benefício aposentadoria tão interessante brasil prevê diminuir dependência importações fertilizantes,-0.8078
