3.613319881400955391e-01,7.375000000000000444e-01,2.727516358844943034e-01,3.228696030093606284e-01,0.000000000000000000e+00,2.307692307692307820e-01,2.894915671030030557e-01,4.462542372143054603e-01,2.874013743877077975e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.975476286988244290e-01
4.237320370488426580e-01,6.250000000000000000e-01,5.147918202053137771e-01,3.758580131648960876e-01,2.586206896551724310e-01,2.615384615384615530e-01,4.281457005589791032e-01,4.847087228235097967e-01,4.877020145820999408e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.940210782326712180e-01
4.176574101239389214e-01,4.125000000000000888e-01,1.716134027141910656e-01,3.351306706354163500e-01,3.275862068965517127e-01,4.461538461538461786e-01,3.698911906928988858e-01,5.038567418314707780e-01,5.545947284637491315e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.524827725982974891e-01
4.382126157959245760e-01,3.125000000000000000e-01,9.872628060537032291e-02,3.513446203027175696e-01,2.586206896551724310e-01,2.769230769230769384e-01,3.632149518492190921e-01,5.141130844041763570e-01,5.915238740865416123e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.324483177948925228e-01
5.177954909278609241e-01,4.375000000000000000e-01,2.876886199015863954e-01,4.078536288923275133e-01,6.896551724137930939e-02,3.076923076923077094e-02,2.966019814416978040e-01,5.259414267148946331e-01,6.284670889378903835e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.940210782326712180e-01
4.805692756099578244e-01,2.250000000000000333e-01,2.490973788626601459e-01,2.825204571667639386e-01,3.448275862068965469e-02,2.923076923076923239e-01,2.948414416684225214e-01,5.093940285448956828e-01,6.006266095290940799e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.976591001216051469e-01
3.790721346628392885e-01,4.625000000000000222e-01,1.214946661604544009e-01,3.566449414995649381e-01,0.000000000000000000e+00,4.153846153846154077e-01,2.956776589403378175e-01,5.081926547222009871e-01,6.069780976317495913e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.773915687069314573e-01
4.460555517316601160e-01,7.500000000000000000e-01,9.647065829927567449e-02,3.375349175022769321e-01,2.931034482758620441e-01,3.384615384615384803e-01,2.939071866689577650e-01,4.985893526358062822e-01,5.963877558251687860e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.274929063640048321e-01
3.674321860065183354e-01,3.500000000000000888e-01,1.036395173117150986e-01,3.432090497979424226e-01,4.482758620689655249e-01,3.076923076923077094e-01,3.248583644124901082e-01,4.891417037494774633e-01,5.882058114655749348e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.976591001216051469e-01
5.699371012440831441e-01,3.625000000000000444e-01,3.725871168978121539e-01,3.116682953600999895e-01,0.000000000000000000e+00,1.384615384615384692e-01,2.414364353082028014e-01,4.496216254612765417e-01,5.372500019750947597e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.608937981353870450e-01
