4.026487884028660535e-01,8.823529411764718944e-02,4.110169675168482972e-01,8.377684839401222661e-01,5.333333333333334370e-01,2.295081967213115082e-01,8.047139278660018213e-01,6.996686572003053550e-01,8.378271881379318886e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.887243439854508043e-01
3.873220103284418792e-01,4.117647058823530326e-01,4.097341105597330224e-01,3.768085289355060374e-01,2.933333333333333903e-01,2.786885245901639663e-01,7.892176595273798778e-01,7.089314513949614982e-01,8.344288784669546821e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.498830865159783254e-01
4.021000593641460008e-01,6.176470588235294379e-01,5.331310811103646685e-01,3.785630861252344825e-01,2.266666666666666829e-01,3.278688524590164244e-01,8.067288239996115440e-01,7.240481533978099238e-01,8.405949493960710450e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,9.567679916861523415e-01
0.000000000000000000e+00,2.647058823529413463e-01,0.000000000000000000e+00,3.763592576290253344e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.705704275331380693e-01,7.722477887947810649e-01,8.957391462356454337e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,7.274616783580767354e-04
3.844914091208806450e-01,4.705882352941177516e-01,7.062604286302467393e-01,4.290844791941714753e-01,4.000000000000000083e-02,1.967213114754098324e-01,9.115680936559705794e-01,8.306403520139937768e-01,9.553247330053618036e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.862821512081060060e-01
3.739369025615916775e-01,3.823529411764705621e-01,4.958892235681625626e-01,7.498929907263205408e-01,0.000000000000000000e+00,1.803278688524590501e-01,9.318211229018795727e-01,8.766785191171782010e-01,9.842424230487023529e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.693946479605096256e-02
4.211594019019866408e-01,5.000000000000000000e-01,3.068585173467397453e-01,5.084010720223612889e-01,2.800000000000000266e-01,2.622950819672131284e-01,9.406796709044659144e-01,9.108263271371512815e-01,9.893300839611546271e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.952195375422188128e-01
4.322292661877164544e-01,4.411764705882352811e-01,4.442412291156521142e-01,6.001179799698000972e-01,3.733333333333334059e-01,4.754098360655738542e-01,9.668639851992566481e-01,9.493225616985487836e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.672382436996622923e-01
3.872728397156585123e-01,5.000000000000000000e-01,5.592822935402084195e-01,6.840242760056269855e-01,3.466666666666667340e-01,1.147540983606557541e-01,1.000000000000000000e+00,9.801064851716843052e-01,9.968306384314614688e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.723304754481684076e-01
3.867172065082143395e-01,5.588235294117647189e-01,4.874466379179577813e-01,6.408947920817147370e-01,2.000000000000000111e-01,1.147540983606557541e-01,9.962465787175669441e-01,1.000000000000000000e+00,9.777663243067757914e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.978176149649260473e-01
2.353638417968256236e-01,4.117647058823530326e-01,0.000000000000000000e+00,6.957718063104123551e-01,4.000000000000000083e-02,3.442622950819672623e-01,5.412119654949976155e-01,7.446821864221186971e-01,5.448152257499954132e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.734216679657056837e-02
6.867168503267426782e-01,5.882352941176471894e-01,4.934903677378810749e-01,5.231090648045063629e-01,2.400000000000000189e-01,6.721311475409836866e-01,4.908409191665687454e-01,5.110631188586787221e-01,2.313874336660820541e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.784879189399844357e-01
3.939113274744180382e-01,5.294117647058824705e-01,9.869807354757621498e-01,4.537038151590421231e-01,2.800000000000000266e-01,9.016393442622950838e-01,5.165237290024659034e-01,3.420776039958290937e-01,7.874222354937265855e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.677578591842037614e-01
3.486877395917294953e-01,5.294117647058824705e-01,3.826987669837692563e-01,5.919303961394851710e-01,1.000000000000000000e+00,8.524590163934426812e-01,4.626510168788496857e-01,2.054198736368462730e-01,5.691274762444353819e-03,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.079760976877111256e-01
2.928309003529888654e-01,5.588235294117647189e-01,4.740719873447894472e-01,5.898793831773353480e-01,9.400000000000000577e-01,9.344262295081967595e-01,4.790762776389507760e-01,1.035173932121702389e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.234346583528223906e-03
4.881753915765895124e-01,5.588235294117647189e-01,4.059158775218323911e-01,6.779629976881527131e-01,8.800000000000001155e-01,8.196721311475410054e-01,4.771337733897352273e-01,3.843810009369286185e-02,5.133505877225041925e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.890620940504028180e-01
3.276262882306892332e-01,3.529411764705883137e-01,6.886861551130083470e-01,5.878681479125591469e-01,7.733333333333334281e-01,1.000000000000000000e+00,9.907665118023867290e-01,2.750240448298257312e-01,5.502529485683325117e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,9.924136139256950484e-01
4.625826473584659926e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.838642810379769177e-01,6.666666666666666574e-02,1.967213114754098324e-01,5.480804640481476975e-01,2.359665577472854214e-01,5.310317918779621227e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.512600675500130443e-01
